2024-09-17 07:52:22,765 - ERROR - Validation error at index 0: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '83dc0a69-f96f-4c34-bcb7-928acae19a94', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,396 - ERROR - Validation error at index 1515: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '4c06a1ff-549f-4e29-9a01-c0eafebe7086', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,396 - ERROR - Validation error at index 1516: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'ea704d77-804a-4f40-914c-531add59e3f9', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,397 - ERROR - Validation error at index 1517: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'e7ddc0cd-ef9d-4de4-bf89-786eb65232a5', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,397 - ERROR - Validation error at index 1518: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '9726d504-9693-4806-9710-7218e1958177', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,398 - ERROR - Validation error at index 1519: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '4dc0042f-9054-4be8-98f8-b307a3b6d5c4', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,398 - ERROR - Validation error at index 1520: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'b95c898c-1a77-4a28-947c-9de069293436', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,400 - ERROR - Validation error at index 1521: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '410d84dc-f655-43e7-9275-a0a0715cbcd0', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,401 - ERROR - Validation error at index 1522: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'e525f966-ab6c-47f8-97fc-5436e4c043bf', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,402 - ERROR - Validation error at index 1523: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '2e6d7de4-4e71-4fe5-9d19-f4bbbea58607', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,402 - ERROR - Validation error at index 1524: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'c2f3ce58-3c8a-41bf-b6bb-394e222d7c7e', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,402 - ERROR - Validation error at index 1525: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '578fb6fc-4323-48d2-a204-3b2623db1127', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,403 - ERROR - Validation error at index 1526: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '64dbb359-d69c-4d9d-865e-5ec1ab1720b8', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,403 - ERROR - Validation error at index 1527: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '4fc54dbb-e9eb-4c9d-a183-5f62c653f2e5', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,404 - ERROR - Validation error at index 1528: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '51a866dd-2481-4cfd-874d-56da1e72246d', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,404 - ERROR - Validation error at index 1529: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '30e764ce-b51e-454d-9ffd-68a241e0fefe', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,405 - ERROR - Validation error at index 1530: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'c2ab0f8e-ed17-44b4-b975-eaa5a79367ac', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,406 - ERROR - Validation error at index 1531: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'b13d9cad-1665-44da-aec8-0199fd2f7074', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,406 - ERROR - Validation error at index 1532: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '08d856ff-d30b-4628-8b86-432bb17879d4', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,407 - ERROR - Validation error at index 1533: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '0c45e074-582b-4175-951d-d68edcb9336f', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,407 - ERROR - Validation error at index 1534: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '432b5411-7ddb-4bdb-b4fd-36f41b6172f1', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,408 - ERROR - Validation error at index 1535: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'ac51e6e7-b5be-4b8c-bff9-b58b4d6cef14', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,409 - ERROR - Validation error at index 1536: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'f3fae2d2-af4d-4f48-ba18-c9cbd19abfbc', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,409 - ERROR - Validation error at index 1537: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'ca2f8788-f214-4e5e-a368-01cdbfc60392', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,410 - ERROR - Validation error at index 1538: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '1264f749-3f21-4371-b3e2-8bf43cd471b0', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,410 - ERROR - Validation error at index 1539: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '15130ed4-bf56-4455-a926-6470cee5338d', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,410 - ERROR - Validation error at index 1540: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '72ea1e62-d94b-46f1-a18c-c494d677ea9f', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,411 - ERROR - Validation error at index 1541: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '2c11f938-60e4-4d0a-8763-77d6fb57ccd3', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,411 - ERROR - Validation error at index 1542: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '3865dfc9-5e7a-4749-add0-f2b51c4b687a', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,412 - ERROR - Validation error at index 1543: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'dc37eb9b-6437-41d6-99c6-d481b688174e', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,412 - ERROR - Validation error at index 1544: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'efb1ec28-c204-4670-b4b8-164cf0564068', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,413 - ERROR - Validation error at index 1545: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '679ea428-0374-4192-988d-0971dad55bb8', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,414 - ERROR - Validation error at index 1546: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '1e9f8560-46e4-4052-9a7c-8ce7bb77fb81', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,415 - ERROR - Validation error at index 1547: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '144ddaaf-66db-412b-a29c-fc698aec0426', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,416 - ERROR - Validation error at index 1548: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'c9483525-718a-430d-985f-a0c024439855', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,417 - ERROR - Validation error at index 1549: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '1da4049e-c763-4fc4-9e91-941e6a0b4216', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,418 - ERROR - Validation error at index 1550: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'ffccacd6-1592-4580-8ad3-7ec9e67b227b', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,418 - ERROR - Validation error at index 1551: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'c4516c2d-d234-4759-a759-1d9e1305dddc', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,419 - ERROR - Validation error at index 1552: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '6e686348-1bdb-42d8-ac67-36686d3b13ea', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,420 - ERROR - Validation error at index 1553: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '044dc098-5426-4dbb-b710-5d85f1bd6197', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,421 - ERROR - Validation error at index 1554: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '467277c0-6abb-4912-8a04-dfd686ab3069', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,421 - ERROR - Validation error at index 1555: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'e4792861-6b19-4bd3-8af0-b10aa3cbd2d5', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,422 - ERROR - Validation error at index 1556: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'f39dea92-d353-4b6c-be0f-2e3ab6479b17', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,422 - ERROR - Validation error at index 1557: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '00ff195c-ed6e-4990-9f50-9593d38dbfe1', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,423 - ERROR - Validation error at index 1558: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '00e48090-879e-41aa-9146-bd64bb2c6a41', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,423 - ERROR - Validation error at index 1559: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'eaa7dab8-2a82-4620-a191-0cce47c30658', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,424 - ERROR - Validation error at index 1560: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'ad2dd30b-ea14-42ce-9bd6-ca013b4d4cfa', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,425 - ERROR - Validation error at index 1561: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'd3543dbc-09f9-4974-934b-d37b627a739e', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,425 - ERROR - Validation error at index 1562: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '6330007c-a70b-41b3-a048-fb38c258d169', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,427 - ERROR - Validation error at index 1563: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '68e38307-42c5-4e3f-a27f-f32d05f9a637', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,428 - ERROR - Validation error at index 1564: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'c50ae2b6-8b2b-480c-9681-b3a32a186833', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,428 - ERROR - Validation error at index 1565: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '6ada8500-797d-4695-99d5-092bb27fc5ae', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,429 - ERROR - Validation error at index 1566: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '83a20785-e455-4f33-adc7-e3019e29dacc', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,430 - ERROR - Validation error at index 1567: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'f45790f7-6b06-47b3-bc94-cb318dadeb18', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,431 - ERROR - Validation error at index 1568: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'e79c2b04-e2a7-4ab2-8f0d-12465c3bd6e9', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,431 - ERROR - Validation error at index 1569: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '28e4ca77-96ab-481f-9687-137a5846ac86', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,432 - ERROR - Validation error at index 1570: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '4d79f2f7-c01b-4e1e-9131-a4a1be9d1c8d', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,433 - ERROR - Validation error at index 1571: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'd109ec4d-6f3e-4520-b78a-b34a32fd8f1e', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,433 - ERROR - Validation error at index 1572: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'a7d6142d-44ad-4e15-a15e-6d808b11a76d', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,434 - ERROR - Validation error at index 1573: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '7472692a-3575-4f75-9d90-739497f803a2', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,435 - ERROR - Validation error at index 1574: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'd1221eb6-7061-45fd-935a-19a7aa4b4b24', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,435 - ERROR - Validation error at index 1575: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'dbc98ae5-1dea-4b86-ac65-e225f62bb6c6', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,436 - ERROR - Validation error at index 1576: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '2098c2d7-a028-4e37-b292-b01019b0db50', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,437 - ERROR - Validation error at index 1577: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'fe487fed-18a5-4e95-be88-0f0606b61d81', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,438 - ERROR - Validation error at index 1578: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '69e3c3ca-9f97-4dc6-bfcc-90541fde3ce7', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,439 - ERROR - Validation error at index 1579: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '99f105fc-3f2f-4976-8627-5d13f9d86299', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,440 - ERROR - Validation error at index 1580: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '7605108c-51c5-41a0-b8e7-e8047c8d189e', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,440 - ERROR - Validation error at index 1581: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'bff01861-a55f-4dd6-ab7d-b9c381df5a30', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,441 - ERROR - Validation error at index 1582: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'ea8e7c16-9782-449c-b22f-ea01252fa61f', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,442 - ERROR - Validation error at index 1583: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '0954642b-da74-4bb3-a9d8-57d1b24ac4f8', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,443 - ERROR - Validation error at index 1584: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '7e3203f9-4713-47fc-9081-ef9839d06ee5', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,444 - ERROR - Validation error at index 1585: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '994c754c-5e77-4360-9c69-d2a9806766ce', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,445 - ERROR - Validation error at index 1586: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '3b08b5d3-bd7f-449b-a853-79cb246b1567', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,446 - ERROR - Validation error at index 1587: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '9fc4910a-8339-4a80-9bc2-e89efdc34ec4', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,447 - ERROR - Validation error at index 1588: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'cb2ad9fd-f187-4788-8049-59ebd5b6be09', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,448 - ERROR - Validation error at index 1589: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': 'bf017e9d-8b26-4ee8-af6e-ad16e5a29ef0', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,449 - ERROR - Validation error at index 1590: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '8ccd0318-c161-47bf-a5ff-b2e8cfdac489', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,450 - ERROR - Validation error at index 1591: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '82021c68-5a56-43a7-8d3d-89d815278b18', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
2024-09-17 08:14:55,451 - ERROR - Validation error at index 1592: [{'type': 'value_error', 'loc': ('uuid',), 'msg': 'Value error, Card number must be exactly 16 digits.', 'input': '45dff251-d476-4386-9304-ab4d525c14ff', 'ctx': {'error': ValueError('Card number must be exactly 16 digits.')}, 'url': 'https://errors.pydantic.dev/2.9/v/value_error'}]
